city,total_orders,total_revenue
Erayamkudy,2,1542.0
KOIDA,2,1542.0
"Kanjirappally, Kottayam",2,1542.0
"South Bopal, Ahmedabad",2,1542.0
MAGADI,2,1541.0
SULLURUPETA,2,1539.0
Jagatsinghpur,2,1539.0
CHITYALA,2,1539.0
Barnala,2,1539.0
PUZHATHI,2,1538.48
"Mulund (west), Mumbai",2,1537.0
MUNGELI,3,1536.0
UMARGA,2,1535.48
REASI,4,1535.0
JUNAGARH,2,1535.0
Chomu Jaipur,2,1534.5700000000002
MAYYANAD,4,1534.0
KAIPAMANGALAM,2,1534.0
WADA,2,1534.0
Morigaon,2,1534.0
Baran,3,1532.0
TALIKOTA,2,1532.0
"Chinnakalapet, Puducherry",2,1531.0
BISHAMA KATAK,2,1531.0
Ulhasnagar 3,3,1531.0
Maraimalainagar,3,1531.0
Bidadi,3,1529.0
SUJANGARH,3,1529.0
Sikar,2,1528.0
SENDHWA,2,1528.0
NAGOTHANA,4,1527.0
BALOD,3,1526.0
Mirza,3,1524.14
Namchi,2,1524.0
BADARPUR RLY TOWN,1,1523.0
SENAPATI,1,1523.0
Ugar Khurd,1,1523.0
"Boduppal, Hyderabad - 92",1,1523.0
Rangpo,3,1523.0
Holehonnuru,1,1523.0
YEMMIGANUR,1,1523.0
"Vadamalpet (M), Chittoor (D.t)",1,1523.0
NewBARRACKPUR,1,1523.0
Lakhni,1,1523.0
MAZBAT,1,1523.0
DAUNDdaund,1,1523.0
PATALGANGA MIDC,1,1523.0
"Danapur, Patna",1,1523.0
PALLADAM,2,1522.29
KANHIRODE,2,1522.0
POTHIA,3,1522.0
PUSAD MIDC,2,1521.0
NEW DELHIi,2,1520.0
SAMALKHA,2,1518.0
Khordha,2,1518.0
KRISHNA,3,1517.0
Suryapet,4,1516.2
"Mannarkkad , palakkad",2,1515.0
MAURANIPUR,2,1514.0
Lonavla,3,1513.0
vallapuzha palakkad,2,1513.0
MALAUT,3,1511.0
KANPUR NAGAR,2,1509.48
"Payyanur, Kannur",2,1508.5700000000002
PACHORA,3,1508.0
Shikrapur,3,1508.0
IRINGAL,3,1507.0
Shadnagar,2,1507.0
Digras,2,1506.0
terdal,2,1506.0
"Avanyapuram , Madurai",2,1506.0
Kuthuparamba,2,1506.0
BARUGHUTU,2,1506.0
ASHRAFPUR KICHHAUCHHA,2,1505.29
KOTHAPETA,2,1505.29
AGATTI,2,1505.29
Ambalamedu,2,1505.29
LANKA,2,1505.0
Bethuadahari,2,1505.0
"Kalaiyanur, coimbatore",4,1505.0
Ranikhet,2,1504.3600000000001
Bettiah,3,1504.0
ADDAKAL,3,1503.8600000000001
URMAR TANDA,3,1503.38
Balaghat,3,1502.76
AVINASHI,3,1502.0
Palwal,3,1501.0
MAHRAJGANJ AZAMGARH DISTRICT,2,1501.0
MANGROL,2,1501.0
"Duvva, Tanuku Mandalam,",1,1499.0
DAKSHINA KANNADA,2,1498.0
"PERUMCHERY  POST, THRISSUR",3,1497.0
Tirunelveli Town,2,1496.75
LOHARDAGA,3,1496.0
HIMATNAGAR,2,1496.0
Adimaly,2,1496.0
tadepalli,2,1495.24
Peddapalli District,2,1495.0
T KALLUPATTI,3,1495.0
"Sargasan, Gandhinagar",2,1494.0
Ambedkar Nagar,3,1494.0
MANGAON,3,1494.0
"ANDHERI WEST, MUMBAI",2,1493.0
Nigadi Pradhikaran Pune,2,1492.0
Guntakal,3,1491.0
MULGUND,1,1488.0
"SATTENAPALLI(md),guntur(dt)",2,1488.0
"Thrippunithura , Kochi",2,1488.0
Ramachandrapuram,2,1488.0
UMARKOTE,3,1488.0
BORIM,3,1487.0
BAIDYABATI,2,1487.0
PONMUNDAM,2,1486.0
Basirhat,2,1486.0
ULAVAPADU,2,1486.0
Coochbehar,2,1485.0
PANDALAM,3,1484.0
DELHI Cantt,2,1484.0
WADGAON,2,1483.93
Kapurthala,3,1483.0
"Vaduthala,Kochi",2,1483.0
ROSERA,2,1483.0
KAMAN,1,1481.0
NERUL,1,1481.0
Sonada,1,1481.0
MANNAR,2,1481.0
LAKHANPUR,3,1481.0
DUILLLYA,2,1481.0
Kalyan east,3,1480.0
Brahmapur,3,1480.0
UNJHA,2,1479.0
SIRALKOPPA,2,1479.0
Talegaon Dabhade,3,1478.0
BARODA,1,1477.0
Kankavli,1,1477.0
Bantval,2,1477.0
"Naini, Allahabad",1,1477.0
Baithalangso,1,1477.0
"ShahuNagar, Dharavi,Mumbai",3,1475.0
THENHIPPALAM,2,1474.0
JALALABAD SHAHJAHANPUR DISTRICT,2,1473.0
"Kadapara, Tiruvalla",1,1473.0
SARMATHURA,1,1473.0
MUMBAI-400001,3,1473.0
"Powai, Mumbai",2,1473.0
"Tittakudi,Cuddalore",1,1473.0
Kakkanadu.Ernakulam,3,1473.0
Malkangiri,1,1473.0
PERAVURANI,2,1471.0
Walajabad,2,1470.0
RIICO INDUSTRIAL AREA KHUSHKHERA,2,1470.0
Munnar,2,1470.0
MACHHIWARA,2,1470.0
Kumarakom,1,1470.0
"Tripunithura, Kochi",2,1470.0
Kunnamangalam ( via) Calicut,2,1470.0
Thrikkakara,2,1470.0
"PUTHALAM,Kanyakumari",2,1470.0
Dombivali e,2,1470.0
Kathua,2,1469.48
GALIAKOT,2,1469.0
MUMBAIMumbai,3,1469.0
SHIROLI MIDC,2,1467.0
Durg,2,1467.0
KEEKAN,2,1467.0
"AZHIKODE ,kannur",2,1467.0
CHATRA,2,1467.0
"Magarpatta City, Pune",2,1467.0
BERI,2,1465.0
Ahmadabad,2,1465.0
HASIMNAGAR,3,1464.48
ISAGARH,3,1462.0
Junnar,2,1461.0
Marturu,2,1460.0
UPPINANGADY,3,1460.0
Kayyur,2,1460.0
Anakapalle,2,1459.0
MUMBAI-400064,2,1459.0
BARUNI,2,1457.0
RR Dist.,2,1457.0
CHOPAN,2,1456.0
VENKATAPURA,2,1454.29
NEW DELHi,2,1454.0
New Thakurli,3,1453.0
Goa,2,1452.5700000000002
KALWAN,2,1452.5700000000002
Naya gaon,2,1452.5700000000002
SHERGHATI,3,1452.0
NAMBIYUR,2,1451.43
Pappanamcode THIRUVANANTHAPURAM,2,1450.0
VANDAVASI,1,1450.0
SHRIRANGAPATTANA,2,1449.48
kochi,2,1449.0
RAJENDRANAGAR,1,1449.0
Beawar,2,1447.0
LUNGLEI,3,1447.0
ISMAILABAD,2,1447.0
MANIPAL,3,1447.0
Pallichal,1,1447.0
"Kondapur, Hyderabad",3,1444.0
LIDO TOWN,2,1444.0
Thiruverkadu,2,1443.0
Bhachau,2,1443.0
VADALI,1,1442.0
"Khumani Chowk,Bemina Budgam",1,1442.0
PACHORE,1,1442.0
KIRAOLI,1,1442.0
DONA PAULA,1,1442.0
Obedullahganj,1,1442.0
Kurnool - Dist,1,1442.0
Baramati,2,1442.0
Anugul,1,1442.0
NEW DELH,1,1442.0
JUNNAR PUNE,1,1442.0
MEHANDIPUR,1,1442.0
DAKSHIN JHAPARDAHA,2,1441.0
Kalyan East,2,1440.0
BALRAMPUR,3,1439.24
GADAG,3,1438.0
"PALAYAMKOTTAI, TIRUNELVELI",2,1438.0
PONDYCHERRY,2,1437.0
"Harsul, Aurangabad 431001",2,1437.0
HUZUR,2,1437.0
Dharampuri,2,1436.2
ERNAKULAM DISTRICT,2,1436.0
PATRAN,2,1435.4299999999998
KAMAKSHYANAGAR,2,1435.0
MUMBAI 400 020,2,1435.0
Dahisar East MUMBAI,2,1435.0
Bankura,3,1435.0
PANRUTI,3,1434.0
SOMVARPET,2,1434.0
EZHUDESAM,3,1433.0
ITAHAR,2,1433.0
BABAI,1,1432.0
"T.Dasarahalli, Bangalore",1,1432.0
GANGAPUR,1,1432.0
PAMPORA,1,1432.0
sankra,1,1432.0
CHANDIGARH - 160023,1,1432.0
SHAHABAD HARDOI DISTRICT,1,1432.0
SARBHOG,2,1432.0
Adoor,1,1432.0
Jalandhar Cantt,1,1432.0
KAMALPUR,2,1431.0
Morena,2,1431.0
Kamshet,2,1430.0
CHINTALAPUDI,3,1430.0
KOTAGIRI,3,1428.0
SHAKTINAGAR,2,1427.0
Punalur,2,1427.0
Kirti Nagar,4,1426.0
Triprayar,3,1426.0
Kharghar,2,1426.0
Tiptur,2,1425.0
KARERA,2,1425.0
Shahapur,2,1424.0
SAUNDATTI YELLAMMA,3,1424.0
"Mumbai, Bandra East",3,1423.0
Vallabh Vidyanagar,2,1421.0
ARCOT,4,1420.0
Tada,2,1419.0
THURAYUR,3,1419.0
TAPAN,2,1418.0
SHRIVARDHAN,2,1418.0
"BUCHIREDDIPALEM, Nellore",2,1418.0
Dombivli (west),2,1418.0
MOVVA,2,1417.0
HOMNABAD,2,1416.0
Trombay,2,1416.0
"Thirunagar, Madurai",2,1415.48
TADONG,3,1414.0
DHARAPURAM,3,1412.0
AGIRIPALLE,2,1412.0
AMTALA,2,1411.93
"RAJARHAT, KOLKATA",3,1411.29
PUNDRI,2,1411.0
SABANG,3,1410.0
DAUDNAGAR,2,1409.0
KARAMCHEDU,2,1409.0
PITHAPURAM,2,1408.0
Wanjrwada,3,1407.0
Sargasan Village,2,1407.0
MUMBAI -13,2,1407.0
Khedar,2,1406.0
BHAVANISAGAR,3,1406.0
LAKHIMPUR Kheri,2,1405.0
PARAVAI,3,1404.0
Calapor,2,1403.0
"Khammam ,nelakondapalli",2,1403.0
HASSAN (Amazon Arun),3,1403.0
Amb,2,1401.9
"Sodepur, Kolkata",2,1401.0
PETTAI,3,1401.0
IDUKKI TOWNSHIP,2,1401.0
GUMIA,2,1400.0
Doddaballapur,2,1400.0
Lakhimpur,2,1400.0
MAHILPUR,1,1399.0
THANE- 401107,1,1399.0
Pathiyoor ALAPPUZHA DISTRICT,1,1399.0
MERTA CITY,1,1399.0
SAHATWAR,1,1399.0
ANDAR,1,1399.0
Kalpakkkam,1,1399.0
alwar,1,1399.0
KALUAHI,1,1399.0
BARAKAR,1,1399.0
Chettuva,1,1399.0
Mayang imphal,1,1399.0
"nani daman,daman",1,1399.0
mangalwedha,1,1399.0
Dhamtari,1,1399.0
Selaqui Dehradun,1,1399.0
"Behind ganesh temple, civil line, chandrapur",1,1399.0
BARI,1,1399.0
Miran sahib  jammu,1,1399.0
"VAYASANAGAR, JAJPUR ROAD",1,1399.0
Uttar Bagdogra,1,1398.0
VADAKKEKAD,2,1398.0
Mysore District,2,1398.0
GAMPALAGUDEM,2,1398.0
JAUNPURJaunpur,2,1398.0
SHIRALA,3,1397.0
Bolpur,3,1396.0
AKBARPUR NEAR KANPUR,3,1396.0
"K R Puram, Bangalore",2,1396.0
"Sector 3, Salt lake , kolkata",2,1396.0
PURANPUR,2,1392.0
KELAMANGALAM,2,1392.0
LAHARPUR,2,1392.0
Dombivli (East),3,1392.0
Yamunanagar,3,1392.0
at and post nabipur .. dist bharuch,2,1391.1200000000001
CHEBROLU,2,1391.0
Raidighi,2,1390.48
TATTILLI,2,1390.0
patancheru,1,1389.0
DIST-ROHTAS,1,1388.0
PARANDA,1,1388.0
BASUDEBPUR,1,1388.0
mohali,2,1387.0
Arambagh,2,1386.0
BADI,2,1386.0
Nabha,3,1386.0
Chamarajanagar,4,1386.0
"Wagholi, Pune",2,1386.0
thane west,2,1385.0
BALASORE,2,1385.0
trivandrum,3,1383.0
HOOVINA HADAGALLI,3,1383.0
Banka,2,1383.0
"Nizampet Village, Ranga Reddy District, Hyderabad",3,1382.0
Ramagundam,2,1382.0
"Pimpri, Pune",2,1381.0
Uppal,3,1380.0
DRAKSHARAMAM,2,1380.0
Dombivali (West) -421202,2,1380.0
Ambarnath East,2,1380.0
Bopodi Pune,2,1380.0
Dapoli Camp,2,1378.0
"Rajarhaat , Kolkata",3,1378.0
BASODA,1,1376.0
KODAVASAL,3,1374.0
ATTILLI,2,1374.0
KANNAPURAM,2,1373.0
MADHUBAN,3,1373.0
NOIDA Extension,2,1372.0
Ramanattukara,2,1372.0
NAGOJANAHALLI,2,1371.0
IRAGAVARAM,2,1371.0
"Tehsil - Sikandrabad, District - Bulandshahr",2,1371.0
Sonbhadra,2,1371.0
PRATTIPADU,4,1370.57
CHINSURAH,3,1370.0
HALOL,3,1370.0
PRATAPGARH,2,1370.0
SAMRALA,2,1369.0
JAGGAIAHPET,3,1369.0
RANCHi,2,1368.0
Ranipet,2,1367.0
Chengelpattu,3,1367.0
South 24 Parganas,2,1367.0
Gokak,3,1366.0
KOVVUR,4,1365.0
SHRIGONDA,3,1363.0
KAUSANI,2,1362.0
JOURIAN,2,1361.0
"Bhubaneswar,",1,1359.82
Mumbai Maharashtra,1,1359.82
SHAHPUR BURHANPUR DISTRICT,2,1359.0
MALAPPURAM DISTRICT,2,1358.0
SURATGARH,3,1357.0
MANDAWA,2,1356.0
RAMGARH,2,1356.0
FATEHPUR BARA BANKI DISTRICT,2,1356.0
Cherukunnu,3,1355.1399999999999
pamidi,3,1355.0
NEW DELHI-110033,2,1355.0
"Wagholi, PUNE",2,1355.0
DERA BASSI,3,1355.0
BIRAMITRAPUR,1,1354.0
KAPRAIN,1,1354.0
Kalamjote,1,1354.0
CHENNAI thiruvallur district,2,1353.0
BHINGA,2,1352.0
WEST GODAVARI,3,1351.0
RAMTEK,2,1350.4299999999998
LADNUN,2,1350.0
BARARA,1,1349.0
Orai,1,1349.0
"Panchgaon, manesar, Gurgaon",1,1349.0
DEOLA,1,1349.0
champawat,1,1349.0
siruguppa,1,1349.0
Shivmogga,1,1349.0
Adityapur/ Jamshedpur,1,1349.0
SARAIRANJAN,1,1349.0
oodlabari,1,1349.0
KOREGAON,1,1349.0
LANJA,1,1349.0
Eloor,2,1348.0
BHALKI,2,1345.0
SOJAT,2,1345.0
MANDAMARRI,3,1344.0
MARANCHERI,2,1343.24
GAJAPATHINAGARAM,2,1343.0
PULIANKUDI,2,1341.0
Manantheri,2,1341.0
NIWARI,2,1340.0
IDUKKI,3,1340.0
Bhiwadi,2,1339.0
Derabassi,1,1338.0
ghodegaon,1,1338.0
BODH GAYA,1,1338.0
PANCHPARA,1,1338.0
Sangrampur,1,1338.0
COIMB,2,1338.0
Mokama,1,1338.0
PUNE 411004,2,1338.0
THIRUPARANKUNDRAM,1,1338.0
Post-BOKARO THERMAL Dist- Bokaro,1,1338.0
"Post office-harrawala, DEHRADUN",1,1338.0
LALA,1,1338.0
KUTHIATHODE,1,1338.0
Kamand,3,1336.0
"Daudhar, Moga",2,1335.0
PENUGONDA,2,1334.0
IGLAS,3,1333.28
CHENNAI kancheepuram,2,1333.0
Kollumangudi,3,1333.0
Uran,2,1332.0
KARANJA,2,1332.0
Champawat,2,1332.0
"Bodakdev, Ahmedabad",2,1332.0
Kharsang,2,1331.0
Nallasopra East mumbi,3,1331.0
PARASI,3,1331.0
Dhaliyur,2,1331.0
SIVAGIRI virdhunagar DISTRICT,2,1330.0
PANISAGAR,1,1329.0
UDALGURI,3,1329.0
VOLETIVARIPALEM,2,1327.0
RAMPACHODAVARAM.EAST GODAVARI DIST,2,1327.0
Tadong,2,1327.0
RENUKA,2,1326.67
HARUR,2,1326.0
Barpeta,2,1325.0
Bardoli,3,1324.0
Balodabazar,2,1324.0
Burhar,2,1324.0
GUDIPALA,2,1323.0
Kaniha,1,1323.0
nirmal,2,1322.0
ADAPUR,2,1320.0
PIMPLE GURAV,1,1319.0
HSIIDC INDUSTRIAL ESTATE PANIPAT,1,1319.0
PANCHGANI,2,1319.0
Dombivilli East,2,1318.0
BAROTIWALA INDUSTRIAL AREA,2,1318.0
KOILWAR,2,1316.0
"Kahalgaon, Bhagalpur",2,1315.0
Tapovan Laxman jhula Rishikesh,1,1315.0
Badsar,1,1315.0
"Kavalam, Alappuzha",2,1314.28
Gudalur,3,1313.0
Shirwal,3,1312.0
rameswaram,4,1311.0
ANANDNAGAR,2,1310.48
AMBALA CITY,2,1310.0
CHIRMIRI,2,1309.0
CHENGAM,3,1309.0
KHAIRAGARH,2,1309.0
Pandharpur,2,1309.0
TIKAMGARH,2,1308.0
UKAI,2,1308.0
ADINAD,2,1306.0
Bhadarva,3,1306.0
Ganavaram,2,1306.0
GUNTUR district,2,1305.0
KAVALI INDUSTRIAL AREA,3,1305.0
sikar,3,1305.0
HOSPET,2,1305.0
Shahabad hardoi,2,1304.76
VARAMBALLI,2,1304.0
NARSIMHAPUR,2,1304.0
SEOHARA,2,1303.0
ARALVAIMOZHI,2,1303.0
AMBATTUR,2,1303.0
Lunglei,3,1301.0
chigur,1,1301.0
chennai 126,2,1301.0
Chittranjan park new delhi,1,1301.0
Jind,1,1299.0
Longding-district . Arunachal pradesh,2,1299.0
Balussery,1,1299.0
Pune51,2,1299.0
Silvasa,1,1299.0
sankeshwar,2,1299.0
Kolar,3,1299.0
NJARACKAL P.O,1,1299.0
Sonai Town,1,1299.0
jalandhar,2,1299.0
"Jammu, Vijaypur",1,1299.0
BHABHAR,2,1298.2
RECKONG PEO,2,1298.0
CHIKNAYAKANHALLI,2,1295.0
NAMCHI BAZAAR,2,1295.0
KULASEKARAM,1,1294.0
Mansarovar (Ksmothe),3,1293.0
PAUNI,2,1293.0
Gadag Betigeri,3,1293.0
VIJAINAGAR AJMER DISTRICT,2,1289.0
DAHEJ SIR,2,1289.0
JHINJHAK,2,1288.0
"Edachira,kakkanad",1,1287.5
Sikar rode JAIPUR,1,1287.5
Ratnagiri,2,1287.0
DARJEELINGd,1,1287.0
Sarisha,1,1287.0
"Madanapalle, Chittoor District",1,1287.0
ANKLAV,2,1286.0
South east delhi,2,1286.0
DATAGANJ,1,1285.72
RIICO INDUSTRIAL AREA KANT KALWAR,2,1285.0
Sirhind,2,1285.0
MAGAM,2,1284.0
ANANTHAPUR,2,1284.0
BHABUA,2,1284.0
Kedgaon,1,1284.0
GIDA GORAKHPUR,2,1284.0
LIMKHEDA,3,1283.92
KAILASAHAR,3,1283.1399999999999
"HANUR, kollegal tq, Chamarajanagar district",2,1282.0
NAWAGARH JANJGIR,1,1281.0
Rohini Sector 8,2,1281.0
Afzalgarh,1,1281.0
NEW DELHI.53,1,1281.0
Yerraguntla,1,1281.0
Rangaareddy,1,1281.0
Nabadwip,3,1280.0
KUNNUMMAL,2,1280.0
Bengaluru.,2,1279.0
"Hyderabad,",2,1278.0
ANTHIYUR,2,1278.0
Marcela,3,1278.0
Yacharam,2,1276.0
Karunagapally,2,1275.0
RAJAPALAYAM,2,1275.0
MAUDA,2,1275.0
TELENI PARA,2,1271.0
"CALANGUTE, BARDEZ",2,1271.0
BARWAHA,2,1270.0
Shamshabad,3,1270.0
ILKAL,2,1270.0
KHILCHIPUR,2,1270.0
SARAI LAHUR,2,1270.0
PURULIA,2,1270.0
RAMANATTUKARA,2,1269.0
THONGKHONG LAXMI BAZAR,1,1268.0
KALYAN w dist thane,1,1268.0
Kalamboli,2,1268.0
Hauz Khas,1,1268.0
MAHABUBNAGAR,5,1266.0
KAPILESWARAPURAM,2,1264.0
METTUPALAYAM,2,1262.0
"Ulwe,NAVI MUMBAI",2,1262.0
Hari Nagar,2,1262.0
NJRACKEL,2,1262.0
"Piprali, sikar",1,1260.0
PULWAMA,3,1259.0
Chhibramau,2,1259.0
Curchorem,3,1259.0
SANTIPUR,2,1258.0
"Pimple Saudagar, Pune",2,1258.0
NARHARPUR,1,1258.0
rayabhupalapatnam,1,1258.0
BANUR,1,1257.0
"ALIGANG, LUCKNOW",1,1257.0
KAGAZNAGAR,2,1256.0
Kaithal,2,1255.0
"Poyenge, Panvel, New Mumbai",2,1254.0
Ballabgarh,2,1253.0
BADGAM,2,1253.0
"Holealur, District: Gadag",2,1253.0
HOWLI,2,1252.0
EDAVANAKAD,2,1252.0
Greater FARIDABAD,2,1252.0
"kattanam  , allepy",2,1252.0
Mehsana,2,1251.0
Panoor,2,1250.0
DERA GOPIPUR,2,1250.0
LADNU,2,1249.0
"Behala, KOLKATA",3,1248.29
Sagar,2,1248.0
DABRA,2,1248.0
"Mahim (West), MUMBAI",2,1247.0
"Nigdi, Pune",2,1247.0
"CHHIBRAMAU,Kannauj",3,1247.0
KISHANGARH AJMER DISTRICT,2,1247.0
NAHARKATIYA,2,1246.0
Bokaro Steel City,2,1246.0
NAGOTHANE,2,1245.0
ORDNANCE FACTORY ITARSI TOWNSHIP,2,1245.0
SUMERPUR,2,1245.0
Teh. Dharamshala,1,1245.0
KODURU,1,1245.0
NATCHIARKOIL,2,1242.9
madhyamgram,2,1242.0
Virudhunagar,2,1241.29
DANARA,2,1240.0
DEEG,2,1239.0
VIJAYPURA,1,1238.0
Nalagarh,1,1238.0
KURUNDVAD,1,1238.0
Thirupporur,1,1238.0
NAYA BARADWAR,1,1238.0
Guruvayur,1,1238.0
"BERHAMPUR, Ganjam",1,1238.0
Thirvallur district,1,1238.0
kanhangad,1,1238.0
Chennai.600073.,1,1238.0
Valpoi,1,1238.0
MANDi,1,1238.0
Vyara,1,1237.0
Harnaut,2,1235.0
YERRABALEM,2,1234.0
UDGIR,3,1233.48
Edappal,3,1233.0
KARUVANTHURUTHY,2,1232.0
KALAMNURI,3,1232.0
Vellimadukunnu,2,1231.95
"Pimpri chinchwad, pune",3,1231.0
DOMBIVALI EAST,2,1230.0
Wadakkanchery,2,1230.0
Parsa,2,1230.0
Sahibzada Ajit Singh Nagar,1,1229.0
asansol,2,1229.0
TIRUKKOYILUR,2,1228.0
Urgadur. SHIVAMOGGA,2,1228.0
BEGAMGANJ,2,1225.0
JAMSHEDPURJamshedpur,2,1224.0
SEWARHI,2,1224.0
Cochi,2,1224.0
RAYAGADA,2,1224.0
"Hajipur, vaishali",2,1224.0
Nacharam,2,1224.0
Warangal urban,2,1224.0
BUDHLADA,2,1223.48
KALYAN east,2,1223.0
SHOLAVANDAN,2,1223.0
"Nannilam, Tiruvarur",2,1222.0
vikarabad,2,1222.0
Subdega,2,1221.8600000000001
"Khadki,pune",1,1221.0
BONGAON,2,1221.0
VEERAKKALPUDUR,2,1220.0
VARANASIvaranasi,2,1220.0
MANER,2,1219.0
Thoubal,2,1219.0
SIDHAULI,2,1218.0
MALERKOTLA,2,1217.0
Naigaon East,3,1216.0
MUDDANUR,2,1215.0
DEBAI,2,1215.0
Miyapur,2,1215.0
GUBBI,2,1214.81
CHANGANASSERY,3,1214.1
Mumbra,2,1214.0
Halhali,1,1213.0
NAKKAPALLE,1,1213.0
BENGALUR,3,1212.0
GARABANDHA,2,1211.0
Bicholim,3,1209.0
"KALPETTA, WAYANAD",2,1206.0
SEETHANAGARAM,2,1206.0
BAKHTIARPUR,2,1206.0
MANDVI SURAT DISTRICT,1,1204.0
PALLIKONDA,2,1204.0
KODUR,3,1204.0
varanasi,2,1204.0
chovva,2,1204.0
ANUPURAM,2,1203.0
Dhaligaon,2,1202.0
SIRALI,2,1201.9
Beet bazar,1,1201.0
Gandhidham,2,1201.0
DUDHI,1,1200.0
Nayarambalam,2,1200.0
"West Godavari district, ELURU",1,1199.0
Halol,1,1199.0
"Liluah, Howrah",1,1199.0
School line,1,1199.0
NAZIRPUR,1,1199.0
Cinna KOTTAKUPPAM,1,1199.0
Hyderabad telangana,1,1199.0
"Puduchatram, namakkal",1,1199.0
Arki,1,1199.0
LATERI,1,1199.0
"Rawet, Pune",1,1199.0
LAURIYA,1,1199.0
Pithoragarh,2,1198.81
Madhoor,2,1198.0
Sheoraphuli,2,1198.0
NARWANA,2,1198.0
"EVERSHINE CITY, VASAI (EAST)",2,1198.0
ZAMIN UTHUKULI,2,1198.0
Sirsa,2,1198.0
"Sahar Road, Andheri-East, Mumbai",3,1197.0
"IGATPURI ,Nasik district",2,1196.0
MANANTHAVADY,2,1195.0
KARKALA taluk,2,1194.8600000000001
BANMANKHI BAZAR,1,1194.64
Dombivali  east,2,1194.0
BACHRA,2,1194.0
tufanganj,3,1194.0
AZHIYUR,2,1194.0
Satagalli 1st stage,2,1194.0
Solan,2,1194.0
Andheri,2,1194.0
Honda,3,1193.0
Aroor,2,1193.0
Boinchi,1,1192.0
ANANTAPALLI,2,1191.95
TIRUCHANUR,1,1190.0
Nileshwar,2,1189.0
LASKARPARA,2,1187.0
Puthur,2,1187.0
PODILI,1,1187.0
"Mundhawa, PUNE",1,1187.0
MAHAM,1,1186.0
Merrut,1,1186.0
Penamaluru,1,1186.0
MOUNT ABU,1,1186.0
Pura acchai phulpur  Allahabad,1,1186.0
"Puzhakkal P O, Thrissur",1,1186.0
"Salbari, Siliguri",1,1186.0
THOTTADA (PO),1,1186.0
jolly grant,1,1186.0
RANIKOR,1,1186.0
rewari,1,1186.0
"Safidon, Ditt. Jind",1,1186.0
Seawood east navi Mumbai,1,1186.0
Panskura,1,1186.0
shamli,1,1186.0
Ashiana nagar Patna,1,1186.0
HYDERABADyderabad,1,1186.0
Navanagar Bagalkot,1,1186.0
NEW DELHI -110067,1,1186.0
KABRAI,1,1186.0
MANSA,1,1186.0
Ernakulam District,1,1186.0
Greater noida (W),1,1186.0
"DEBIPUR, PANAGARH",1,1186.0
Koduvayur,1,1186.0
Muthi,1,1186.0
MUNDLAMURU,1,1186.0
Ranipool,1,1186.0
HYD,1,1186.0
SIKANDRABAD,1,1186.0
New Mumbai,1,1186.0
Mahroni,1,1186.0
TIRUCHENDUR,2,1183.0
THIKKANAMCODE,2,1183.0
Chittapur,1,1182.14
Nadia,2,1181.0
MAYYIL,3,1178.09
TALLADA,2,1177.1
KEWALPUR,3,1177.0
BIAORA,2,1177.0
HEROOR,1,1176.0
SG Highway Ahmedabad,1,1176.0
Khanapur,1,1176.0
CHELORA,2,1174.48
Mala,3,1174.0
ALAMURU,2,1174.0
bantval,1,1173.0
DAGSHAI,1,1173.0
Thalayolaparambu,1,1173.0
Niyotni,1,1173.0
Jamugurihat,1,1173.0
THIRUNAGESWARAM,3,1171.0
ONDA,2,1170.8600000000001
"Pallikkunnu, kannur",2,1170.0
KALWAKURTHY,2,1170.0
Majorda,2,1170.0
Rupnarayanpur,2,1170.0
CHENNAI 64,1,1168.0
"Hanamkonda ,WARANGAL",1,1168.0
"CHHAYA, PORBANDAR",1,1168.0
"Dombivli,kalyan",1,1168.0
RANINAGAR II,1,1168.0
"Perumbakkam, Chennai",1,1168.0
"Thrikkakara, Kakkanad",1,1168.0
SINGAMPUNERI,2,1167.52
NIWAI INDUSTRIAL AREA,2,1167.0
bhiwandi,2,1167.0
SITARGANJ,2,1167.0
"Dombivli East, Dist: Thane",2,1167.0
Raichur,2,1167.0
Ghansoli gaon,1,1166.0
UTTAR KAMAKHYAGURI,2,1165.5700000000002
"Belgaum,",2,1165.5700000000002
KATNI,2,1165.0
AJAYGARH,1,1164.0
"Laxmi Nagar, Delhi",1,1163.0
ACHHNERA,1,1163.0
Rangapara,1,1163.0
"Krishnaraja nagara, Mysore",1,1163.0
Bassi pathana,1,1163.0
AMANGAL,1,1163.0
SULTANPUR Lodhi,1,1163.0
Islampur,1,1163.0
GOLA BAZAR,1,1163.0
Salon,1,1163.0
MULANTHURUTHY,1,1163.0
BAREILLY CANTT,1,1163.0
"(Via Cuncolim)Quepem,South Goa",1,1163.0
"Veraval, Dist- Gir Somnath",1,1163.0
Gurgoan,1,1163.0
Mudipu,1,1163.0
Ambernath,1,1163.0
BORAI,1,1163.0
"K.R.Puram  , MANUBOLU",1,1163.0
"New Delhi, Delhi Cantt",1,1163.0
ARNIA,1,1163.0
Khopoli-pali road.MH06,1,1163.0
RAJMAHAL,1,1163.0
GHUGHULI,1,1163.0
Andul,2,1163.0
BODELI,1,1163.0
Bandikui,1,1163.0
BARHAJ,1,1163.0
KAMAVARAPUKOTA,2,1159.0
Fatehabad,2,1158.0
HALWARA,2,1158.0
YERRAGUNTLA,2,1158.0
VANIYANBADI,2,1158.0
BILANDAPUR,2,1158.0
Brahmavar,3,1158.0
NEYYOOR,3,1157.0
Chamba,2,1157.0
KHERDI,2,1156.0
